invoice_credit_ratio,prev_late_rate,amount_vs_industry_median,daily_obligation,is_high_utilisation,is_repeat_offender,is_clean_record,is_first_time_client,is_long_term_client,is_high_risk_industry,is_mega_invoice,is_Q4_due,is_dashain_season,is_vat_filing_month,invoice_quarter,due_quarter,days_to_fy_end,due_on_weekend,industry_target_enc,tenure_band,amount_band_ord,utilisation_x_history,risk_x_amount,q4_x_late_history,manual_risk_score,client_total_invoices,client_avg_invoice,client_avg_delay,client_late_rate,client_late_count,Invoice_Amount,Tenure_Years,Prev_Late_Count,Credit_Days,Invoice_ID,Client_ID,Client_Name,Industry,Province,Is_Late
0.4542,0.2,0.895,21800.0,0,0,0,0,1,0,0,0,0,1,3,3,116,0,0.2708,2,2,0.4542,0.1771032,0,0.215,7,654000.0,12.29,0.0,0,654000,5.26,1,30,HAA-00450,NP0101,Nepal Cement Udyog,Manufacturing,Koshi,0
0.495,0.2,0.965,11022.0,0,0,0,0,0,0,0,0,0,1,2,3,195,0,0.12,1,1,0.495,0.059519999999999997,0,0.193,6,790666.67,26.17,0.17,1,496000,2.5,1,45,HAA-00451,NP0008,NMB Finance,Banking & Finance,Gandaki,0
0.6233,0.2,1.114,18089.0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.2708,3,2,0.6233,0.22043119999999997,0,0.2488,8,489250.0,68.0,0.75,6,814000,7.29,1,45,HAA-00452,NP0053,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Bagmati,1
0.3706,0.6,0.384,18000.0,0,1,0,0,0,1,0,0,0,1,4,1,5,0,0.4579,2,2,1.1118,0.247266,0,0.3757,5,501400.0,7.4,0.0,0,540000,3.98,3,30,HAA-00453,NP0060,Bhaktapur Builders,Construction,Madhesh,0
0.5116,0.6,1.092,25633.0,0,1,0,0,1,1,1,1,0,1,4,4,44,1,0.4579,3,2,1.5348000000000002,0.7042501999999999,3,0.5039,4,896750.0,101.25,0.75,3,1538000,8.95,3,60,HAA-00454,NP0108,Kathmandu Nirman Pvt. Ltd.,Construction,Koshi,0
0.2976,0.4,0.255,4133.0,0,0,0,0,0,0,0,1,0,1,4,4,21,0,0.2708,1,1,0.5952,0.0503688,2,0.3537,5,1034000.0,8.2,0.0,0,186000,1.06,2,45,HAA-00455,NP0005,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Madhesh,0
0.2762,0.4,1.543,16433.0,0,0,0,0,1,1,0,1,0,1,3,4,91,0,0.4259,3,1,0.5524,0.2099687,2,0.3804,6,435166.67,66.0,0.5,3,493000,7.08,2,30,HAA-00456,NP0103,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Madhesh,1
0.3492,0.6,1.697,22200.0,0,1,0,0,1,0,0,0,0,1,1,1,289,1,0.1977,3,2,1.0476,0.13166819999999999,0,0.3194,2,821000.0,59.0,0.5,1,666000,6.14,3,30,HAA-00457,NP0196,Nepal Data Solutions,Services & IT,Karnali,1
0.2528,0.2,0.782,8333.0,0,0,0,0,1,1,0,1,0,0,4,4,55,0,0.4259,3,1,0.2528,0.106475,1,0.3057,4,1155500.0,6.75,0.0,0,250000,6.97,1,30,HAA-00458,NP0006,Thamel Tourism Pvt. Ltd.,Tourism & Hotels,Bagmati,0
0.381,0.2,1.102,5867.0,0,0,0,0,0,1,0,0,1,0,1,2,228,0,0.4259,1,1,0.381,0.1499168,0,0.2314,5,537200.0,64.4,0.6,3,352000,2.94,1,60,HAA-00459,NP0109,Sagarmatha Trekking Co.,Tourism & Hotels,Bagmati,0
0.359,0.2,0.719,4044.0,0,0,0,0,0,1,0,0,0,1,2,2,201,0,0.2553,2,1,0.359,0.0464646,0,0.1929,5,461400.0,34.6,0.2,1,182000,4.56,1,45,HAA-00460,NP0116,Koshi Farms Ltd.,Agriculture,Bagmati,1
0.2517,0.4,0.158,3767.0,0,0,0,0,1,1,0,1,0,1,4,4,35,0,0.3615,3,1,0.5034,0.0408495,2,0.3626,2,1543500.0,41.0,0.5,1,113000,7.22,2,30,HAA-00461,NP0094,Himalayan Traders Pvt. Ltd.,Trading & Import,Bagmati,1
0.4812,0.6,0.752,11933.0,0,1,0,0,0,1,0,0,0,1,3,3,124,0,0.3615,1,2,1.4436,0.1941255,0,0.3785,6,782166.67,39.83,0.33,2,537000,2.28,3,45,HAA-00462,NP0047,Nepal Trade House,Trading & Import,Gandaki,0
0.2593,0.2,1.377,40133.0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0.1917,1,3,0.2593,0.4616136,0,0.1602,12,652083.33,49.58,0.42,5,2408000,2.23,1,60,HAA-00463,NP0099,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Lumbini,0
0.622,0.2,1.124,9800.0,0,0,0,0,1,0,0,0,1,0,2,2,242,0,0.1977,2,1,0.622,0.08718569999999999,0,0.2339,3,420333.33,11.33,0.0,0,441000,5.07,1,45,HAA-00464,NP0055,CloudNepal Pvt. Ltd.,Services & IT,Lumbini,0
0.3825,0.2,0.305,4844.0,0,0,0,0,0,1,0,1,0,1,3,4,98,0,0.3615,2,1,0.3825,0.078807,1,0.3188,4,689500.0,38.5,0.25,1,218000,4.83,1,45,HAA-00465,NP0168,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Bagmati,1
0.5972,0.4,1.476,23422.0,0,0,0,0,0,1,0,0,0,1,1,1,289,1,0.3615,1,2,1.1944,0.381021,0,0.3317,6,731500.0,9.5,0.0,0,1054000,2.72,2,45,HAA-00466,NP0052,Everest Imports Pvt. Ltd.,Trading & Import,Sudurpashchim,0
0.3009,0.6,0.98,23333.0,0,1,0,0,0,1,0,1,0,1,3,4,100,1,0.3615,1,2,0.9027000000000001,0.25305,3,0.4425,9,871555.56,15.78,0.11,1,700000,2.86,3,30,HAA-00467,NP0144,Everest Imports Pvt. Ltd.,Trading & Import,Bagmati,0
0.331,0.2,1.468,34933.0,0,0,0,0,0,1,0,1,0,0,4,4,56,0,0.3615,1,2,0.331,0.378852,1,0.3085,4,583250.0,32.5,0.25,1,1048000,2.68,1,30,HAA-00468,NP0013,Nepal Trade House,Trading & Import,Bagmati,1
0.3062,0.4,1.057,12583.0,0,0,0,0,1,1,0,1,0,1,3,4,91,0,0.3615,3,2,0.6124,0.27293249999999997,2,0.3735,3,1493666.67,30.0,0.33,1,755000,7.0,2,60,HAA-00469,NP0114,Nepal Trade House,Trading & Import,Koshi,0
0.4105,1.0,1.177,12533.0,0,1,0,0,1,1,0,0,1,0,2,2,237,0,0.4259,2,1,2.0524999999999998,0.16013840000000001,0,0.5173,6,908833.33,9.5,0.0,0,376000,5.95,5,30,HAA-00470,NP0124,Lumbini Hospitality Pvt. Ltd.,Tourism & Hotels,Koshi,0
0.4127,0.6,0.366,4450.0,0,1,0,0,1,0,0,0,0,1,1,1,293,0,0.2708,3,1,1.2381,0.0723036,0,0.3467,3,1257666.67,50.67,0.33,1,267000,7.53,3,60,HAA-00471,NP0106,Butwal Steel Industries,Manufacturing,Gandaki,1
0.6201,0.2,0.406,23667.0,0,0,0,0,1,0,0,0,0,1,1,1,291,0,0.1917,3,2,0.6201,0.136107,0,0.2324,4,632500.0,60.75,0.5,2,710000,8.79,1,30,HAA-00472,NP0158,Seti River Power Co.,Hydropower,Bagmati,0
0.4211,0.2,1.658,96633.0,0,0,0,0,0,0,1,0,0,1,3,3,107,1,0.1917,2,3,0.4211,0.5557383,0,0.1926,9,907777.78,17.22,0.11,1,2899000,4.4,1,30,HAA-00473,NP0147,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Lumbini,0
0.2616,0.2,0.506,6017.0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0.3615,0,1,0.2616,0.1305015,0,0.1946,9,949111.11,79.89,0.67,6,361000,0.83,1,60,HAA-00474,NP0145,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Bagmati,0
0.4085,0.2,1.666,64756.0,0,0,0,0,0,0,1,0,1,0,1,2,244,0,0.1917,0,3,0.4085,0.5586138,0,0.19,3,1296333.33,34.33,0.33,1,2914000,0.67,1,45,HAA-00475,NP0120,Seti River Power Co.,Hydropower,Bagmati,0
0.2795,0.4,1.151,28033.0,0,0,0,0,0,0,0,1,0,0,4,4,66,1,0.2708,1,2,0.559,0.22774279999999997,2,0.3501,5,750400.0,8.6,0.0,0,841000,2.84,2,30,HAA-00476,NP0063,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Lumbini,0
0.2773,0.4,0.339,10600.0,0,0,0,0,1,1,0,0,0,1,4,1,3,1,0.4579,3,1,0.5546,0.21841829999999998,0,0.287,4,466250.0,30.0,0.25,1,477000,8.41,2,45,HAA-00477,NP0019,Pokhara Construction Co.,Construction,Bagmati,0
0.4106,0.2,0.303,4800.0,0,0,0,0,0,1,0,0,0,1,3,3,129,1,0.3615,2,1,0.4106,0.078084,0,0.2244,7,800428.57,47.29,0.29,2,216000,4.83,1,45,HAA-00478,NP0092,Himalayan Traders Pvt. Ltd.,Trading & Import,Bagmati,0
0.3246,0.2,0.545,3867.0,0,0,0,0,0,1,0,1,0,0,3,4,75,0,0.4259,1,1,0.3246,0.0741066,1,0.3201,9,710222.22,52.78,0.33,3,174000,2.63,1,45,HAA-00479,NP0058,Thamel Tourism Pvt. Ltd.,Tourism & Hotels,Gandaki,0
0.5752,0.0,1.585,92433.0,0,0,1,0,0,0,1,1,0,1,4,4,37,1,0.1917,2,3,0.0,0.5315841,0,0.2534,4,1230250.0,43.5,0.25,1,2773000,3.74,0,30,HAA-00480,NP0183,Marsyangdi Energy Pvt. Ltd.,Hydropower,Karnali,1
0.5682,0.0,0.828,5417.0,0,0,1,0,1,0,0,0,0,1,2,2,209,0,0.1977,2,1,0.0,0.0642525,0,0.1532,9,613555.56,41.0,0.33,3,325000,5.49,0,60,HAA-00481,NP0090,Digital Yatra Pvt. Ltd.,Services & IT,Karnali,0
0.6166,0.8,0.723,16967.0,0,1,0,0,1,1,0,0,0,1,2,2,196,0,0.4579,2,2,2.4664,0.4661422,0,0.4949,8,628000.0,21.5,0.25,2,1018000,5.96,4,60,HAA-00482,NP0117,Pokhara Construction Co.,Construction,Gandaki,0
0.3387,0.2,0.749,18233.0,0,0,0,0,0,0,0,0,0,0,1,1,334,0,0.2708,1,2,0.3387,0.1481276,0,0.1919,6,907166.67,43.17,0.33,2,547000,1.6,1,30,HAA-00483,NP0062,Biratnagar Textile Mills,Manufacturing,Bagmati,0
0.3899,0.0,0.374,10917.0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0.1917,3,2,0.0,0.12556350000000002,0,0.1163,4,819250.0,32.5,0.25,1,655000,8.8,0,60,HAA-00484,NP0023,Seti River Power Co.,Hydropower,Bagmati,0
0.3483,0.0,0.948,6200.0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0.1977,2,1,0.0,0.0735444,0,0.1092,3,684000.0,12.0,0.0,0,372000,5.02,0,60,HAA-00485,NP0127,Digital Yatra Pvt. Ltd.,Services & IT,Bagmati,0
0.357,0.4,0.352,5578.0,0,0,0,0,0,1,0,1,0,1,4,4,40,0,0.3615,1,1,0.714,0.0907365,2,0.3837,5,691200.0,12.4,0.0,0,251000,1.44,2,45,HAA-00486,NP0137,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Lumbini,0
0.4209,0.2,1.458,23133.0,0,0,0,0,1,1,0,0,0,1,1,1,291,0,0.3615,3,2,0.4209,0.3763215,0,0.2265,5,546800.0,37.0,0.2,1,1041000,8.07,1,45,HAA-00487,NP0140,Everest Imports Pvt. Ltd.,Trading & Import,Lumbini,0
0.3132,0.0,0.722,42067.0,0,0,1,0,0,0,0,0,0,1,2,3,171,1,0.1917,0,2,0.0,0.2419254,0,0.101,8,999500.0,58.25,0.38,3,1262000,0.9,0,30,HAA-00488,NP0129,Marsyangdi Energy Pvt. Ltd.,Hydropower,Gandaki,1
0.2944,0.2,0.735,17500.0,0,0,0,0,1,1,0,0,0,1,1,1,297,1,0.3615,3,2,0.2944,0.1897875,0,0.2012,9,710222.22,52.78,0.33,3,525000,8.19,1,30,HAA-00489,NP0058,Everest Imports Pvt. Ltd.,Trading & Import,Gandaki,0
0.6507,0.2,0.862,4844.0,0,0,0,0,1,1,0,0,0,1,1,1,314,0,0.2553,3,1,0.6507,0.05565540000000001,0,0.2512,5,1039800.0,43.2,0.4,2,218000,8.97,1,45,HAA-00490,NP0122,Koshi Farms Ltd.,Agriculture,Bagmati,0
0.4954,0.0,0.837,7167.0,0,0,1,0,1,0,0,1,0,1,3,4,80,1,0.12,3,1,0.0,0.0516,0,0.2231,6,493666.67,56.67,0.5,3,430000,6.38,0,60,HAA-00491,NP0001,Kumari Bank Ltd.,Banking & Finance,Gandaki,0
0.3046,0.0,1.693,65800.0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.1917,3,3,0.0,0.5676237,0,0.0993,4,1384250.0,53.0,0.5,2,2961000,6.99,0,45,HAA-00492,NP0034,Seti River Power Co.,Hydropower,Bagmati,1
0.4054,0.4,1.176,19089.0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0.2708,2,2,0.8108,0.2326172,0,0.2752,7,599571.43,17.43,0.14,1,859000,3.2,2,45,HAA-00493,NP0096,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Lumbini,0
0.3167,0.6,0.277,2333.0,0,1,0,0,1,1,0,1,0,1,3,4,80,1,0.2553,3,0,0.9501,0.017871000000000005,3,0.4244,5,799800.0,30.0,0.2,1,70000,8.49,3,30,HAA-00494,NP0126,Nepal Spices Pvt. Ltd.,Agriculture,Lumbini,1
0.4222,0.4,1.141,14933.0,0,0,0,0,0,0,0,0,0,1,1,1,299,0,0.1977,2,1,0.8444,0.0885696,0,0.264,6,1135500.0,21.0,0.17,1,448000,4.88,2,30,HAA-00495,NP0118,Digital Yatra Pvt. Ltd.,Services & IT,Lumbini,0
0.4039,0.2,0.452,11000.0,0,0,0,0,1,0,0,0,1,0,2,2,234,1,0.2708,3,1,0.4039,0.089364,0,0.2049,7,964571.43,37.57,0.29,2,330000,6.66,1,30,HAA-00496,NP0048,Biratnagar Textile Mills,Manufacturing,Gandaki,0
0.5263,0.4,0.204,2667.0,0,0,0,0,1,0,0,0,0,1,2,2,218,0,0.1977,3,0,1.0526,0.015816,0,0.2848,4,909000.0,29.5,0.25,1,80000,8.34,2,30,HAA-00497,NP0089,Nepal Data Solutions,Services & IT,Lumbini,1
0.4658,0.4,1.617,9089.0,0,0,0,0,1,1,0,1,0,1,4,4,41,0,0.2553,3,1,0.9316,0.1044177,2,0.3842,8,628000.0,21.5,0.25,2,409000,8.78,2,45,HAA-00498,NP0117,Koshi Farms Ltd.,Agriculture,Bagmati,0
0.3319,1.0,1.281,60133.0,0,1,0,0,1,1,1,1,0,1,4,4,42,0,0.4579,3,2,1.6595,0.8260516,5,0.608,8,999500.0,58.25,0.38,3,1804000,7.54,5,30,HAA-00499,NP0129,Nepal Infrastructure Pvt. Ltd.,Construction,Bagmati,0
0.3872,0.4,1.685,26733.0,0,0,0,0,0,1,0,0,0,1,2,3,179,0,0.3615,1,2,0.7744,0.4348845,0,0.2897,3,616000.0,43.67,0.33,1,1203000,2.9,2,45,HAA-00500,NP0016,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Lumbini,0
0.2912,0.6,1.03,10967.0,0,1,0,0,1,1,0,0,0,1,2,3,182,0,0.4259,3,1,0.8736,0.1401211,0,0.3534,6,489833.33,55.5,0.5,3,329000,8.71,3,30,HAA-00501,NP0189,Pokhara Resort & Spa,Tourism & Hotels,Bagmati,1
0.2754,0.0,0.975,11133.0,0,0,1,0,1,0,0,0,0,1,1,1,303,1,0.12,2,2,0.0,0.06012,0,0.0791,7,629857.14,76.86,0.86,6,501000,5.75,0,45,HAA-00502,NP0192,NMB Finance,Banking & Finance,Lumbini,0
0.3504,0.0,0.412,6533.0,0,0,1,0,1,1,0,0,0,1,2,2,214,0,0.3615,3,1,0.0,0.10628099999999999,0,0.1424,7,646714.29,54.14,0.43,3,294000,8.39,0,45,HAA-00503,NP0191,Nepal Trade House,Trading & Import,Koshi,0
0.2945,0.2,0.531,9100.0,0,0,0,0,1,0,0,0,0,1,2,3,170,1,0.12,3,1,0.2945,0.032760000000000004,0,0.1529,7,959571.43,12.57,0.0,0,273000,6.17,1,30,HAA-00504,NP0069,Kumari Bank Ltd.,Banking & Finance,Sudurpashchim,0
0.4411,0.6,1.462,34800.0,0,1,0,0,0,1,0,0,0,1,1,1,292,0,0.3615,1,2,1.3233,0.377406,0,0.3705,3,696000.0,73.0,0.67,2,1044000,2.94,3,30,HAA-00505,NP0022,Himalayan Traders Pvt. Ltd.,Trading & Import,Karnali,0
0.3941,0.2,0.706,16800.0,0,0,0,0,0,1,0,0,0,1,2,3,169,0,0.3615,2,2,0.3941,0.182196,0,0.2211,6,832500.0,31.33,0.17,1,504000,3.49,1,30,HAA-00506,NP0093,Everest Imports Pvt. Ltd.,Trading & Import,Bagmati,0
0.3047,0.2,1.432,41733.0,0,0,0,0,1,0,1,0,0,1,4,1,0,0,0.1917,2,3,0.3047,0.4800168,0,0.1693,4,914000.0,8.0,0.0,0,2504000,5.07,1,60,HAA-00507,NP0195,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Karnali,0
0.4055,0.2,1.259,29967.0,0,0,0,0,1,1,0,0,0,1,3,3,122,1,0.3615,3,2,0.4055,0.3249885,0,0.2234,3,1438333.33,28.67,0.33,1,899000,7.16,1,30,HAA-00508,NP0076,Everest Imports Pvt. Ltd.,Trading & Import,Koshi,0
0.3366,0.4,0.411,2311.0,0,0,0,0,0,1,0,0,0,1,1,1,291,0,0.2553,2,1,0.6732,0.0265512,0,0.2584,4,1507250.0,43.0,0.5,2,104000,3.03,2,45,HAA-00509,NP0154,Koshi Farms Ltd.,Agriculture,Lumbini,1
0.5095,0.0,0.936,8017.0,0,0,1,0,1,0,0,0,1,0,1,2,235,0,0.12,2,1,0.0,0.057719999999999994,0,0.1259,9,871555.56,15.78,0.11,1,481000,5.32,0,60,HAA-00510,NP0144,NMB Finance,Banking & Finance,Bagmati,0
0.3333,0.0,1.2,13711.0,0,0,1,0,0,0,0,0,0,0,3,3,146,0,0.12,2,2,0.0,0.07404,0,0.0907,5,526000.0,32.0,0.2,1,617000,3.27,0,45,HAA-00511,NP0179,NMB Finance,Banking & Finance,Madhesh,1
0.2737,0.4,0.605,14733.0,0,0,0,0,1,0,0,0,0,1,2,2,203,0,0.2708,3,1,0.5474,0.1196936,0,0.2489,8,897375.0,33.5,0.25,2,442000,7.39,2,30,HAA-00512,NP0086,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Bagmati,0
0.2724,0.4,1.45,17250.0,0,0,0,0,0,1,0,0,0,1,2,3,174,0,0.3615,2,2,0.5448,0.37415249999999994,0,0.2668,5,1392000.0,40.4,0.4,2,1035000,4.33,2,60,HAA-00513,NP0185,Himalayan Traders Pvt. Ltd.,Trading & Import,Madhesh,1
0.3021,0.6,1.152,12267.0,0,1,0,0,0,1,0,0,0,0,3,3,141,0,0.4259,0,1,0.9062999999999999,0.1567312,0,0.3556,5,1434800.0,33.4,0.2,1,368000,0.92,3,30,HAA-00514,NP0029,Pokhara Resort & Spa,Tourism & Hotels,Bagmati,0
0.2972,0.2,0.476,11600.0,0,0,0,0,0,0,0,0,0,1,3,3,121,1,0.2708,1,1,0.2972,0.09423839999999999,0,0.1836,7,959571.43,12.57,0.0,0,348000,1.7,1,30,HAA-00515,NP0069,Nepal Cement Udyog,Manufacturing,Lumbini,0
0.3455,0.2,1.246,15167.0,0,0,0,0,0,0,0,0,0,1,4,1,14,0,0.2708,0,2,0.3455,0.246428,0,0.1933,6,782166.67,39.83,0.33,2,910000,0.78,1,60,HAA-00516,NP0047,Hetauda Chemicals Pvt. Ltd.,Manufacturing,Gandaki,1
0.3376,0.2,1.7,66089.0,0,0,0,0,0,0,1,0,0,1,2,3,195,0,0.1917,2,3,0.3376,0.5701158000000001,0,0.1759,2,1543500.0,41.0,0.5,1,2974000,4.62,1,45,HAA-00517,NP0094,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Bagmati,0
0.5444,0.2,0.441,4700.0,0,0,0,0,0,1,0,1,0,1,4,4,41,0,0.4259,1,1,0.5444,0.06005189999999999,1,0.3641,13,810153.85,39.08,0.31,4,141000,1.18,1,30,HAA-00518,NP0190,Pokhara Resort & Spa,Tourism & Hotels,Bagmati,1
0.3833,0.4,1.64,17467.0,0,0,0,0,0,1,0,0,0,1,2,2,211,0,0.4259,1,2,0.7666,0.2231716,0,0.3018,5,723200.0,11.2,0.0,0,524000,1.25,2,30,HAA-00519,NP0197,Sagarmatha Trekking Co.,Tourism & Hotels,Gandaki,0
0.3803,0.2,0.458,3867.0,0,0,0,0,1,1,0,0,0,1,1,1,314,0,0.2553,3,1,0.3803,0.029614800000000004,0,0.1971,9,871555.56,15.78,0.11,1,116000,8.48,1,30,HAA-00520,NP0144,Nepal Spices Pvt. Ltd.,Agriculture,Bagmati,0
0.2566,0.2,1.429,12467.0,0,0,0,0,1,0,0,0,0,1,3,3,117,0,0.1977,3,2,0.2566,0.1109097,0,0.1609,3,779000.0,7.0,0.0,0,561000,7.89,1,45,HAA-00521,NP0176,Digital Yatra Pvt. Ltd.,Services & IT,Gandaki,0
0.3878,0.8,1.493,15900.0,0,1,0,0,0,1,0,0,0,1,3,3,120,0,0.4259,2,1,1.5512,0.20315429999999998,0,0.4427,4,649250.0,57.25,0.5,2,477000,4.21,4,30,HAA-00522,NP0085,Sagarmatha Trekking Co.,Tourism & Hotels,Lumbini,1
0.348,0.8,0.726,8833.0,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0.2708,3,2,1.392,0.143524,0,0.4038,7,822142.86,49.71,0.43,3,530000,8.88,4,60,HAA-00523,NP0039,Biratnagar Textile Mills,Manufacturing,Madhesh,1
0.353,0.6,0.62,14550.0,0,1,0,1,0,1,0,1,0,1,4,4,39,0,0.4579,0,2,1.059,0.39974669999999995,3,0.5722,4,1110250.0,38.0,0.25,1,873000,0.25,3,60,HAA-00524,NP0100,Kathmandu Nirman Pvt. Ltd.,Construction,Lumbini,0
0.3235,0.2,1.391,16550.0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0.3615,2,2,0.3235,0.3589695,0,0.207,7,670000.0,20.14,0.14,1,993000,5.62,1,60,HAA-00525,NP0033,Himalayan Traders Pvt. Ltd.,Trading & Import,Bagmati,0
0.2966,0.2,0.904,11833.0,0,0,0,0,1,0,0,0,0,1,4,1,3,1,0.1977,2,1,0.2966,0.0701835,0,0.1689,7,654000.0,12.29,0.0,0,355000,5.64,1,30,HAA-00526,NP0101,CloudNepal Pvt. Ltd.,Services & IT,Bagmati,0
0.4848,0.4,1.345,11733.0,0,0,0,0,0,0,0,1,0,1,3,4,99,0,0.1977,2,2,0.9696,0.1043856,2,0.3765,4,819250.0,32.5,0.25,1,528000,4.25,2,45,HAA-00527,NP0023,Kathmandu Tech Hub,Services & IT,Bagmati,1
0.3546,0.2,0.435,2317.0,0,0,0,0,0,1,0,0,0,1,3,3,112,0,0.4259,2,1,0.3546,0.059200100000000005,0,0.2261,2,156000.0,35.0,0.5,1,139000,3.72,1,60,HAA-00528,NP0010,Pokhara Resort & Spa,Tourism & Hotels,Sudurpashchim,0
0.2805,0.6,1.472,42900.0,0,1,0,0,0,0,1,1,0,1,3,4,101,1,0.1917,2,3,0.8415000000000001,0.4934358,3,0.4044,7,959571.43,12.57,0.0,0,2574000,4.23,3,60,HAA-00529,NP0069,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Madhesh,0
0.3762,0.2,1.252,72967.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.1917,2,3,0.3762,0.41963130000000004,0,0.1836,4,1110250.0,38.0,0.25,1,2189000,3.88,1,30,HAA-00530,NP0100,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Gandaki,0
0.4553,0.8,1.803,19200.0,0,1,0,0,1,1,0,1,0,0,4,4,52,1,0.4259,3,2,1.8212,0.2453184,4,0.5562,4,1384250.0,53.0,0.5,2,576000,6.64,4,30,HAA-00531,NP0034,Thamel Tourism Pvt. Ltd.,Tourism & Hotels,Bagmati,0
0.3186,0.6,0.354,8433.0,0,1,0,0,0,1,0,0,0,1,1,1,296,1,0.3615,1,1,0.9558,0.0914595,0,0.346,5,931400.0,26.6,0.2,1,253000,1.43,3,30,HAA-00532,NP0180,Everest Imports Pvt. Ltd.,Trading & Import,Madhesh,0
0.281,0.4,1.121,9778.0,0,0,0,0,0,0,0,1,0,1,4,4,35,0,0.1977,1,1,0.562,0.086988,2,0.3357,3,1022333.33,14.33,0.0,0,440000,1.98,2,45,HAA-00533,NP0138,CloudNepal Pvt. Ltd.,Services & IT,Madhesh,0
0.6034,0.2,1.087,17244.0,0,0,0,0,0,1,0,0,1,1,1,2,257,0,0.3615,1,2,0.6034,0.280524,0,0.263,9,907777.78,17.22,0.11,1,776000,1.83,1,45,HAA-00534,NP0147,Himalayan Traders Pvt. Ltd.,Trading & Import,Madhesh,1
0.2906,0.0,0.695,20267.0,0,0,1,0,0,0,0,0,0,0,2,3,141,0,0.1917,1,2,0.0,0.23310720000000001,0,0.0965,6,1083833.33,11.33,0.0,0,1216000,2.55,0,60,HAA-00535,NP0186,Seti River Power Co.,Hydropower,Madhesh,0
0.2813,0.2,0.899,11767.0,0,0,0,0,0,0,0,0,1,1,1,2,258,0,0.1977,2,1,0.2813,0.06978809999999999,0,0.1658,7,599571.43,17.43,0.14,1,353000,4.85,1,30,HAA-00536,NP0096,Digital Yatra Pvt. Ltd.,Services & IT,Gandaki,0
0.3769,0.6,0.195,9133.0,0,1,0,0,0,1,0,1,0,1,3,4,83,0,0.4579,1,1,1.1307,0.1254646,3,0.477,6,493666.67,56.67,0.5,3,274000,1.22,3,30,HAA-00537,NP0001,Kathmandu Nirman Pvt. Ltd.,Construction,Bagmati,1
0.2526,0.0,1.306,76133.0,0,0,1,0,1,0,1,0,0,1,4,1,14,0,0.1917,3,3,0.0,0.4378428,0,0.0889,7,959571.43,12.57,0.0,0,2284000,7.85,0,30,HAA-00538,NP0069,Marsyangdi Energy Pvt. Ltd.,Hydropower,Gandaki,0
0.2885,0.2,1.0,58300.0,0,0,0,0,0,0,1,0,1,0,2,2,229,0,0.1917,1,2,0.2885,0.33528330000000006,0,0.166,4,1219250.0,61.75,0.5,2,1749000,2.85,1,30,HAA-00539,NP0004,Upper Karnali Hydro Pvt. Ltd.,Hydropower,Gandaki,0
0.2911,0.4,0.238,5667.0,0,0,0,0,0,1,0,0,0,1,1,1,305,0,0.3615,1,1,0.5822,0.061455,0,0.2705,3,616000.0,43.67,0.33,1,170000,1.67,2,30,HAA-00540,NP0016,Annapurna Merchandise Pvt. Ltd.,Trading & Import,Gandaki,0
0.2968,0.4,1.144,35800.0,0,0,0,0,1,1,1,0,0,1,2,2,211,0,0.4579,3,2,0.5936,0.7376769,0,0.2909,5,908200.0,60.6,0.4,2,1611000,6.16,2,45,HAA-00541,NP0024,Nepal Infrastructure Pvt. Ltd.,Construction,Lumbini,1
0.5331,0.4,0.88,13956.0,0,0,0,0,0,1,0,1,0,0,3,4,74,0,0.3615,0,2,1.0662,0.227022,2,0.4189,3,1335333.33,70.67,0.67,2,628000,0.58,2,45,HAA-00542,NP0080,Nepal Trade House,Trading & Import,Bagmati,0
0.49,0.0,0.235,3822.0,0,0,1,0,1,0,0,0,0,1,2,2,200,0,0.2708,2,1,0.0,0.0465776,0,0.1522,5,662400.0,25.8,0.2,1,172000,5.67,0,45,HAA-00543,NP0002,Biratnagar Textile Mills,Manufacturing,Gandaki,1
